"alleleFreq_SV","htsp_trunc","htsp_point","Assigned"
NA,0,0,"MT-L"
0.11,1,0,"MT-H"
0.14,1,0,"MT-H"
0.13,1,0,"MT-H"
0.28,1,0,"MT-L"
NA,0,0,"MT-L"
0.06,0,0,"MT-H"
0.11,1,0,"MT-L"
NA,0,0,"MT-L"
0.14,1,0,"MT-H"
0.13,0,0,"MT-H"
NA,0,0,"MT-L"
0.28,0,0,"MT-L"
0.49,0,1,"MT-L"
0.31,1,0,"MT-H"
0.35,0,1,"MT-L"
0.41,1,0,"MT-L"
0.09,0,0,"MT-H"
0.42,0,0,"MT-L"
0.14,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.14,0,0,"MT-L"
NA,0,0,"MT-L"
0.5,0,1,"MT-L"
0.12,1,0,"MT-H"
0.12,1,0,"MT-H"
0.11,1,0,"MT-H"
0.19,0,1,"MT-L"
0.3,0,0,"MT-L"
0.5,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.16,0,0,"MT-L"
0.7,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.23,0,1,"MT-L"
NA,0,0,"MT-L"
0.2,1,0,"MT-L htmb"
0.17,0,1,"MT-L htmb"
0.19,0,1,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.27,1,0,"MT-L"
0.38,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.39,0,0,"MT-L"
0.4,0,0,"MT-L"
0.3,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.13,1,0,"MT-L"
0.2,1,0,"MT-L"
0.24,0,0,"MT-L"
0.1,0,1,"MT-L"
0.48,0,0,"MT-L"
0.61,0,0,"MT-L"
0.55,1,0,"MT-H"
0.22,0,0,"MT-L"
NA,0,0,"MT-L"
0.03,0,1,"MT-L"
0.52,0,0,"MT-L"
0.47,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.03,1,0,"MT-L"
NA,0,0,"MT-L"
0.09,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.18,0,0,"MT-L"
0.02,0,0,"MT-L"
0.19,1,0,"MT-H"
NA,0,0,"MT-L"
0.28,1,0,"MT-L"
0.17,0,0,"MT-L"
0.2,1,0,"MT-H"
0.18,1,0,"MT-H"
0.26,0,1,"MT-L"
NA,0,0,"MT-L"
0.36,0,0,"MT-L"
0.36,0,0,"MT-L"
0.24,0,0,"MT-L"
NA,0,0,"MT-L"
0.21,1,0,"MT-L"
0.38,0,0,"MT-L"
0.46,0,0,"MT-L"
0.15,1,0,"MT-H"
0.16,1,0,"MT-L"
0.1,1,0,"MT-L"
0.17,1,0,"MT-H"
0.16,1,0,"MT-H"
0.13,1,0,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.32,1,0,"MT-L"
0.15,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,0,0,"MT-L"
0.42,1,0,"MT-L"
0.16,0,0,"MT-L"
NA,0,0,"MT-L"
0.29,1,0,"MT-L"
0.3,1,0,"MT-L"
NA,0,0,"MT-L"
0.09,1,0,"MT-L"
0.08,1,0,"MT-H"
0.54,1,0,"MT-L"
0.22,1,0,"MT-H"
0.21,1,0,"MT-H"
NA,0,0,"MT-L"
0.19,0,0,"MT-H"
0.14,1,0,"MT-H"
0.16,1,0,"MT-H"
NA,0,0,"MT-L"
0.04,0,1,"MT-L"
0.11,0,0,"MT-L"
0.08,0,1,"MT-L"
NA,0,0,"MT-L"
0.18,1,0,"MT-H"
0.2,1,0,"MT-H"
0.21,0,0,"MT-L htmb"
0.2,1,0,"MT-L htmb"
0.32,0,0,"MT-L"
0.18,1,0,"MT-H"
0.19,1,0,"MT-H"
0.18,0,0,"MT-L"
NA,0,0,"MT-L"
0.64,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.13,1,0,"MT-L"
0.13,0,0,"MT-L"
0.08,0,1,"MT-L"
0.46,1,0,"MT-L"
0.23,0,0,"MT-L"
0.31,1,0,"MT-H"
NA,0,0,"MT-L"
0.28,1,0,"MT-L"
0.34,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,0,0,"MT-L"
0.13,1,0,"MT-H"
0.54,0,0,"MT-L"
0.21,0,1,"MT-L htmb"
0.23,0,1,"MT-L htmb"
0.45,0,0,"MT-L"
0.11,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.5,1,0,"MT-L"
0.31,0,0,"MT-L"
0.16,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.22,0,0,"MT-L"
0.51,1,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,1,"MT-L"
0.18,0,0,"MT-H"
0.19,1,0,"MT-H"
0.39,1,0,"MT-L"
0.19,0,0,"MT-L"
0.09,0,0,"MT-L"
0.12,1,0,"MT-L"
0.32,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.03,1,0,"MT-L"
0.29,0,1,"MT-L"
0.3,1,0,"MT-L"
0.13,0,1,"MT-H"
0.56,1,0,"MT-H"
NA,0,0,"MT-L"
0.1,0,1,"MT-H"
0.1,0,1,"MT-H"
0.27,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.08,0,0,"MT-L"
0.07,0,1,"MT-L"
0.01,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,0,0,"MT-L"
NA,0,0,"MT-L"
0.07,0,0,"MT-L"
0.17,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.52,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,1,0,"MT-L"
NA,0,0,"MT-L"
0.31,1,0,"MT-L"
0.21,0,0,"MT-L"
0.05,1,0,"MT-L"
NA,0,0,"MT-L"
0.54,0,0,"MT-L"
NA,0,0,"MT-L"
0.12,1,0,"MT-H"
0.12,1,0,"MT-H"
0.38,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,1,"MT-L htmb"
0.23,0,1,"MT-L htmb"
0.2,0,1,"MT-L htmb"
0.24,0,0,"MT-L htmb"
0.69,0,1,"MT-L"
0.2,0,0,"MT-L"
0.41,0,0,"MT-L"
NA,0,0,"MT-L"
0.14,0,0,"MT-L"
NA,0,0,"MT-L"
0.56,1,0,"MT-H"
0.33,0,0,"MT-L"
0.36,1,0,"MT-L"
0.07,0,0,"MT-L htmb"
0.13,1,0,"MT-L htmb"
0.08,0,1,"MT-L htmb"
0.08,0,1,"MT-L htmb"
0.04,0,0,"MT-L htmb"
0.48,0,0,"MT-L"
NA,0,0,"MT-L"
0.5,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.23,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.03,0,1,"MT-L"
0.17,1,0,"MT-H"
0.16,1,0,"MT-H"
0.07,1,0,"MT-H"
0.03,1,0,"MT-H"
0.28,0,1,"MT-L"
0.07,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.07,0,0,"MT-L"
0.19,0,0,"MT-L"
0.43,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,0,1,"MT-L"
NA,0,0,"MT-L"
0.05,1,0,"MT-L"
0.05,0,0,"MT-L"
0.18,1,0,"MT-H"
0.17,1,0,"MT-H"
0.09,0,0,"MT-L"
0.02,0,1,"MT-L"
0.28,0,0,"MT-L"
NA,0,0,"MT-L"
0.47,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,0,1,"MT-H"
0.05,1,0,"MT-H"
0.09,1,0,"MT-L"
0.09,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.61,0,0,"MT-L"
0.07,0,0,"MT-H"
0.49,0,0,"MT-H"
0.04,0,1,"MT-L"
0.08,0,0,"MT-L"
0.26,1,0,"MT-H"
0.21,1,0,"MT-H"
0.1,0,0,"MT-H"
0.21,0,1,"MT-H"
0.3,1,0,"MT-H"
0.49,1,0,"MT-L"
NA,0,0,"MT-L"
0.22,1,0,"MT-L htmb"
0.28,0,1,"MT-L htmb"
0.1,0,0,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.31,1,0,"MT-H"
NA,0,0,"MT-L"
0.23,0,0,"MT-L"
0.08,1,0,"MT-L"
0.22,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.57,0,1,"MT-L"
0.22,0,0,"MT-L"
0.04,0,0,"MT-L"
0.13,0,0,"MT-H"
0.14,1,0,"MT-H"
0.42,1,0,"MT-H"
0.55,0,1,"MT-L"
NA,0,0,"MT-L"
0.27,1,0,"MT-L"
0.29,0,0,"MT-L"
0.12,0,0,"MT-L"
0.48,1,0,"MT-L"
0.12,1,0,"MT-H"
NA,0,0,"MT-L"
0.12,1,0,"MT-L"
0.28,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.29,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.18,0,0,"MT-L"
NA,0,0,"MT-L"
0.64,0,0,"MT-L"
0.27,0,0,"MT-H"
0.27,0,0,"MT-H"
NA,0,0,"MT-L"
0.3,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.32,1,0,"MT-L"
0.17,1,0,"MT-H"
0.18,0,0,"MT-H"
NA,0,0,"MT-L"
0.21,0,1,"MT-L htmb"
0.22,0,1,"MT-L"
NA,0,0,"MT-L"
0.42,1,0,"MT-L"
0.3,0,1,"MT-L"
0.11,0,0,"MT-L"
0.45,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,0,1,"MT-L htmb"
0.35,1,0,"MT-L htmb"
0.29,0,1,"MT-L htmb"
0.2,0,0,"MT-L htmb"
0.32,0,0,"MT-L htmb"
0.52,0,0,"MT-L"
0.25,1,0,"MT-H"
0.24,1,0,"MT-H"
NA,0,0,"MT-L"
0.25,0,0,"MT-L"
0.28,0,1,"MT-L"
NA,0,0,"MT-L"
0.34,1,0,"MT-L"
NA,0,0,"MT-L"
0.08,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.24,0,1,"MT-H"
0.25,1,0,"MT-H"
0.04,1,0,"MT-L"
0.03,0,0,"MT-L"
NA,0,0,"MT-L"
0.11,0,0,"MT-L"
0.31,0,1,"MT-L"
0.19,0,1,"MT-L"
0.06,0,1,"MT-L"
0.34,0,1,"MT-L"
0.19,0,1,"MT-L"
NA,0,0,"MT-L"
0.6,0,0,"MT-L"
NA,0,0,"MT-L"
0.23,0,0,"MT-L"
0.22,1,0,"MT-L"
0.44,1,0,"MT-L"
0.84,0,0,"MT-L"
0.02,0,0,"MT-L"
0.57,0,1,"MT-L"
0.3,0,0,"MT-L"
NA,0,0,"MT-L"
0.17,0,0,"MT-L htmb"
0.71,0,0,"MT-L"
NA,0,0,"MT-L"
0.08,0,0,"MT-H"
0.25,0,0,"MT-H"
0.18,1,0,"MT-L"
NA,0,0,"MT-L"
0.26,0,0,"MT-L"
0.27,0,1,"MT-H"
0.27,1,0,"MT-H"
NA,0,0,"MT-L"
0.4,0,0,"MT-L"
NA,0,0,"MT-L"
0.43,0,0,"MT-L"
0.25,0,0,"MT-L htmb"
0.25,0,0,"MT-L htmb"
NA,0,0,"MT-L"
0.61,0,0,"MT-L"
NA,0,0,"MT-L"
0.34,0,1,"MT-L"
NA,0,0,"MT-L"
0.15,0,0,"MT-L"
0.14,0,0,"MT-H"
NA,0,0,"MT-L"
0.15,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.35,0,0,"MT-L"
0.15,0,1,"MT-L"
0.12,0,0,"MT-L"
0.12,0,1,"MT-L"
0.64,0,0,"MT-L"
0.28,0,0,"MT-L"
0.23,0,0,"MT-H"
0.28,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.02,0,1,"MT-L"
0.2,0,0,"MT-L"
0.26,0,1,"MT-L"
NA,0,0,"MT-L"
0.03,0,1,"MT-L"
0.18,1,0,"MT-H"
0.2,1,0,"MT-H"
NA,0,0,"MT-L"
0.49,1,0,"MT-L"
0.16,0,0,"MT-L"
0.25,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,0,1,"MT-L htmb"
0.09,1,0,"MT-L htmb"
0.23,0,0,"MT-L"
0.31,1,0,"MT-L"
0.36,0,0,"MT-L"
0.23,1,0,"MT-H"
NA,0,0,"MT-L"
0.12,0,0,"MT-L"
0.09,1,0,"MT-L"
NA,0,0,"MT-L"
0.06,0,0,"MT-L"
0.32,0,0,"MT-H"
0.33,1,0,"MT-H"
0.49,1,0,"MT-L"
0.19,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.07,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,0,0,"MT-L"
NA,0,0,"MT-L"
0.31,0,1,"MT-L"
0.26,1,0,"MT-L htmb"
0.26,0,0,"MT-L htmb"
0.25,0,0,"MT-L htmb"
NA,0,0,"MT-L"
0.1,0,0,"MT-L htmb"
0.11,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.25,0,0,"MT-L"
0.11,0,1,"MT-L"
0.17,0,0,"MT-L"
0.28,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.25,0,0,"MT-L"
0.11,0,1,"MT-L"
0.49,1,0,"MT-L"
0.09,1,0,"MT-H"
0.35,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.08,0,0,"MT-L"
0.08,0,0,"MT-L"
0.3025,1,0,"MT-H"
0.48,0,0,"MT-L"
0.33,0,1,"MT-H"
0.05,0,1,"MT-H"
NA,0,0,"MT-L"
0.06,1,0,"MT-H"
NA,0,0,"MT-L"
0.35,0,1,"MT-L htmb"
0.36,1,0,"MT-L htmb"
NA,0,0,"MT-L"
0.19,1,0,"MT-L"
0.15,0,0,"MT-L"
0.1,0,0,"MT-H"
0.09,1,0,"MT-H"
0.09,1,0,"MT-L"
0.76,0,1,"MT-L"
0.23,0,0,"MT-L"
0.19,0,0,"MT-L"
NA,0,0,"MT-L"
0.1352,0,0,"MT-L htmb"
0.15,1,0,"MT-L"
0.04,1,0,"MT-L htmb"
0.28,1,0,"MT-H"
0.02,0,0,"MT-L"
0.23,0,0,"MT-L htmb"
0.18,0,0,"MT-L"
NA,0,0,"MT-L"
0.24,1,0,"MT-H"
0.12,1,0,"MT-L"
0.05,1,0,"MT-H"
0.35,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.44,0,0,"MT-L"
0.33,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.23,0,1,"MT-L"
NA,0,0,"MT-L"
0.34,0,0,"MT-L"
0.33,1,0,"MT-L"
0.03,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,1,0,"MT-L"
0.0843,0,0,"MT-L"
0.3843,1,0,"MT-L htmb"
0.3835,1,0,"MT-L htmb"
0.2342,1,0,"MT-H"
NA,0,0,"MT-L"
0.6853,0,0,"MT-L"
NA,0,0,"MT-L"
0.2457,0,0,"MT-L"
0.0715,0,0,"MT-L"
0.0874,1,0,"MT-H"
0.1023,1,0,"MT-H"
NA,0,0,"MT-L"
0.2162,1,0,"MT-L"
0.221,0,0,"MT-L"
0.0884,1,0,"MT-L"
0.1012,1,0,"MT-H"
0.1517,0,0,"MT-H"
0.1257,1,0,"MT-H"
0.7568,1,0,"MT-L"
0.1994,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2636,0,0,"MT-L"
0.1568,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0567,0,0,"MT-L"
0.5668,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1243,0,0,"MT-L"
0.458,0,1,"MT-L"
0.2542,0,0,"MT-L"
0.2566,0,0,"MT-L"
0.4035,0,1,"MT-L"
0.1738,0,0,"MT-L"
0.1977,0,0,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1645,0,1,"MT-L"
0.3732,0,0,"MT-L"
0.1867,1,0,"MT-H"
0.1943,1,0,"MT-H"
0.1792,1,0,"MT-H"
0.1604,1,0,"MT-H"
NA,0,0,"MT-L"
0.0401,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1211,0,0,"MT-H"
0.227,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3979,0,0,"MT-L"
0.4089,1,0,"MT-H"
0.396,0,1,"MT-L"
NA,0,0,"MT-L"
0.0984,0,1,"MT-L"
0.8034,1,0,"MT-L"
0.1588,1,0,"MT-L"
0.0975,0,0,"MT-L"
NA,0,0,"MT-L"
0.2616,0,0,"MT-L htmb"
0.2655,0,0,"MT-L htmb"
0.0698,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1563,0,0,"MT-L"
0.3263,0,1,"MT-L"
NA,0,0,"MT-L"
0.1693,1,0,"MT-L htmb"
0.1594,0,1,"MT-L htmb"
NA,0,0,"MT-L"
0.2299,1,0,"MT-H"
0.4501,1,0,"MT-L"
0.1731,1,0,"MT-L"
NA,0,0,"MT-L"
0.1697,0,0,"MT-L htmb"
0.1521,1,0,"MT-L htmb"
0.5105,0,1,"MT-L"
0.1128,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3045,1,0,"MT-L htmb"
0.3249,0,1,"MT-L htmb"
NA,0,0,"MT-L"
0.1049,0,0,"MT-L"
0.2429,1,0,"MT-L"
0.2238,0,0,"MT-L"
0.7159,0,0,"MT-L"
0.1421,0,0,"MT-H"
0.2377,1,0,"MT-H"
0.2233,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2897,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1064,1,0,"MT-H"
0.2292,0,1,"MT-L"
0.0175,0,1,"MT-L htmb"
0.0115,0,1,"MT-L"
0.1434,0,0,"MT-L"
NA,0,0,"MT-L"
0.5491,0,1,"MT-L"
0.2456,0,0,"MT-L"
NA,0,0,"MT-L"
0.1132,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1981,0,0,"MT-H"
0.2018,0,0,"MT-L"
0.1658,0,0,"MT-L"
0.0658,0,1,"MT-L"
0.0983,0,1,"MT-L htmb"
0.349,1,0,"MT-H"
NA,0,0,"MT-L"
0.149,1,0,"MT-H"
0.1463,0,1,"MT-L htmb"
0.1468,0,0,"MT-L htmb"
0.8165,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4228,1,0,"MT-L"
NA,0,0,"MT-L"
0.187,1,0,"MT-H"
NA,0,0,"MT-L"
0.028,1,0,"MT-L"
0.3906,0,0,"MT-L"
0.0867,0,1,"MT-L"
0.1151,0,0,"MT-L"
0.1208,0,0,"MT-L"
0.0257,0,0,"MT-L"
0.1305,0,0,"MT-H"
0.0975,1,0,"MT-H"
0.077,0,1,"MT-L"
0.266,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3333,1,0,"MT-L"
0.0438,1,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,1,"MT-L"
0.2643,0,0,"MT-L"
NA,0,0,"MT-L"
0.2917,1,0,"MT-H"
0.2281,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2509,0,0,"MT-L"
0.2624,0,1,"MT-L"
NA,0,0,"MT-L"
0.1632,1,0,"MT-H"
0.6261,1,0,"MT-L"
0.2356,0,0,"MT-L"
NA,0,0,"MT-L"
0.1744,1,0,"MT-H"
0.1268,0,0,"MT-L"
NA,0,0,"MT-L"
0.0548,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2068,1,0,"MT-L htmb"
0.2531,1,0,"MT-L htmb"
0.4191,0,0,"MT-L"
0.4967,1,0,"MT-L"
NA,0,0,"MT-L"
0.532,1,0,"MT-L"
0.3417,0,0,"MT-L"
0.2978,1,0,"MT-L"
0.3038,0,0,"MT-L"
NA,0,0,"MT-L"
0.201,1,0,"MT-H"
0.1973,0,0,"MT-H"
0.015,0,0,"MT-L"
0.1808,0,1,"MT-L htmb"
0.1745,0,0,"MT-L htmb"
0.874,0,0,"MT-L"
0.1348,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4687,0,0,"MT-L"
0.1427,1,0,"MT-H"
NA,0,0,"MT-L"
0.3227,0,0,"MT-H"
0.1124,0,0,"MT-L"
0.4513,1,0,"MT-L"
0.27,0,0,"MT-H"
0.2011,1,0,"MT-L"
0.1199,0,0,"MT-L htmb"
0.1043,0,1,"MT-L htmb"
0.0828,0,1,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1319,1,0,"MT-L"
NA,0,0,"MT-L"
0.233,1,0,"MT-H"
0.2428,1,0,"MT-H"
0.06,0,1,"MT-H"
NA,0,0,"MT-L"
0.234,0,0,"MT-L"
0.1786,1,0,"MT-H"
0.2037,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0482,1,0,"MT-L"
0.3052,0,1,"MT-H"
0.2832,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2314,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3548,0,1,"MT-H"
0.3651,0,0,"MT-L"
NA,0,0,"MT-L"
0.1224,0,1,"MT-L"
0.4631,0,1,"MT-L"
NA,0,0,"MT-L"
0.0447,0,1,"MT-L"
0.5047,0,0,"MT-L"
0.0871,0,1,"MT-H"
0.05,0,1,"MT-L"
0.2855,0,0,"MT-L"
NA,0,0,"MT-L"
0.2519,0,0,"MT-H"
0.6645,0,1,"MT-L"
0.2183,1,0,"MT-H"
0.0733,1,0,"MT-L"
0.4175,0,0,"MT-L"
0.5197,0,0,"MT-L"
0.276,0,0,"MT-L"
NA,0,0,"MT-L"
0.1201,0,1,"MT-L"
0.0754,0,0,"MT-L"
0.1566,0,0,"MT-L"
0.1923,0,1,"MT-H"
0.5317,0,1,"MT-H"
NA,0,0,"MT-L"
0.2248,0,1,"MT-H"
0.2281,0,0,"MT-H"
0.2103,0,0,"MT-H"
0.224,0,0,"MT-H"
0.3816,0,0,"MT-L"
0.1687,0,0,"MT-L"
0.1966,0,0,"MT-L"
0.5983,0,0,"MT-L"
0.1544,1,0,"MT-H"
0.1719,1,0,"MT-H"
0.4567,1,0,"MT-L"
0.0852,0,1,"MT-L"
0.0909,0,1,"MT-L"
0.4084,0,0,"MT-L"
0.3461,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2215,1,0,"MT-L"
0.2167,0,1,"MT-L"
NA,0,0,"MT-L"
0.1547,0,0,"MT-H"
0.0652,0,0,"MT-H"
0.7912,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.434,1,0,"MT-H"
0.05,0,1,"MT-L"
0.5251,1,0,"MT-L htmb"
0.0859,1,0,"MT-L htmb"
0.1595,0,0,"MT-H"
0.1597,1,0,"MT-H"
NA,0,0,"MT-L"
0.3413,0,0,"MT-L"
0.4937,1,0,"MT-L"
0.0273,0,1,"MT-L"
0.0928,0,0,"MT-L"
0.0267,0,1,"MT-L"
0.0566,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1643,1,0,"MT-L"
0.1209,1,0,"MT-H"
0.1476,1,0,"MT-H"
0.2213,1,0,"MT-H"
0.2134,0,0,"MT-H"
0.2477,0,0,"MT-L"
0.1937,1,0,"MT-L"
0.3658,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2706,1,0,"MT-H"
0.0665,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3729,0,0,"MT-L"
0.256,1,0,"MT-H"
0.2953,0,0,"MT-H"
0.1322,0,0,"MT-H"
0.6009,1,0,"MT-L"
NA,0,0,"MT-L"
0.1347,0,0,"MT-H"
NA,0,0,"MT-L"
0.487,0,0,"MT-L"
NA,0,0,"MT-L"
0.0348,0,1,"MT-L"
0.0796,1,0,"MT-L"
0.2118,0,0,"MT-L"
0.2355,1,0,"MT-L"
0.1203,0,1,"MT-L"
NA,0,0,"MT-L"
0.134,1,0,"MT-L"
0.0107,1,0,"MT-H"
0.1444,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.7173,0,1,"MT-L"
0.412,0,1,"MT-L"
0.479,0,0,"MT-L"
0.0834,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2105,1,0,"MT-L"
0.0124,0,1,"MT-L"
0.5495,1,0,"MT-H"
0.1189,0,0,"MT-L"
0.1526,1,0,"MT-H"
0.1701,1,0,"MT-H"
0.1421,0,0,"MT-L"
0.252,0,1,"MT-H"
0.2995,0,0,"MT-H"
NA,0,0,"MT-L"
0.5669,0,1,"MT-L"
0.1543,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1302,1,0,"MT-H"
NA,0,0,"MT-L"
0.1577,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0893,1,0,"MT-H"
0.7182,0,0,"MT-L"
0.7848,0,1,"MT-L"
NA,0,0,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1122,1,0,"MT-H"
NA,0,0,"MT-L"
0.0607,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4995,0,0,"MT-L"
NA,0,0,"MT-L"
0.0685,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3374,0,0,"MT-L"
NA,0,0,"MT-L"
0.2824,1,0,"MT-L"
0.5991,0,0,"MT-L"
0.6049,0,1,"MT-L"
NA,0,0,"MT-L"
0.0943,1,0,"MT-L"
0.2528,1,0,"MT-L"
0.045,1,0,"MT-H"
NA,0,0,"MT-L"
0.3514,0,0,"MT-L"
0.3268,0,0,"MT-L"
0.2899,0,0,"MT-L"
0.4968,1,0,"MT-L"
NA,0,0,"MT-L"
0.4769,0,0,"MT-L"
NA,0,0,"MT-L"
0.2601,0,0,"MT-L"
